ICD10,relationship,ICD9
M31.6,<9-10>,446.5
M31.1,<9-10>,446.6
M31.4,<9-10>,446.7
I77.0,<9-10>,447.0
I77.1,<9-10>,447.1
I77.2,<9-10>,447.2
I77.3,<9-10>,447.3
I77.4,<9-10>,447.4
I77.5,<9-10>,447.5
I77.6,<9-10>,447.6
I77.819,<9-10>,447.70
I77.810,<9-10>,447.71
I77.811,<9-10>,447.72
I77.812,<9-10>,447.73
I77.3,<9-10>,447.8
I77.9,<9-10>,447.9
I78.0,<9-10>,448.0
I78.1,<9-10>,448.1
I78.8,<9-10>,448.9
I76,<9-10>,449
I80.00,<9-10>,451.0
I80.10,<9-10>,451.11
I80.209,<9-10>,451.19
I80.3,<9-10>,451.2
I80.219,<9-10>,451.81
I80.8,<9-10>,451.89
I80.9,<9-10>,451.9
I81,<9-10>,452
I82.0,<9-10>,453.0
I82.1,<9-10>,453.1
I82.220,<9-10>,453.2
I82.3,<9-10>,453.3
I82.409,<9-10>,453.40
I82.419,<9-10>,453.41
I82.449,<9-10>,453.42
I82.509,<9-10>,453.50
I82.519,<9-10>,453.51
I82.549,<9-10>,453.52
I82.819,<9-10>,453.6
I82.719,<9-10>,453.71
I82.729,<9-10>,453.72
I82.709,<9-10>,453.73
I82.A29,<9-10>,453.74
I82.B29,<9-10>,453.75
I82.C29,<9-10>,453.76
I82.291,<9-10>,453.77
I82.891,<9-10>,453.79
I82.619,<9-10>,453.81
I82.629,<9-10>,453.82
I82.609,<9-10>,453.83
I82.A19,<9-10>,453.84
I82.B19,<9-10>,453.85
I82.C19,<9-10>,453.86
I82.290,<9-10>,453.87
I82.890,<9-10>,453.89
I83.009,<9-10>,454.0
I83.10,<9-10>,454.1
I83.209,<9-10>,454.2
I83.899,<9-10>,454.8
I83.90,<9-10>,454.9
K64.8,<9-10>,455.0
K64.8,<9-10>,455.1
K64.8,<9-10>,455.2
K64.4,<9-10>,455.3
K64.5,<9-10>,455.4
K64.9,<9-10>,455.6
K64.5,<9-10>,455.7
K64.8,<9-10>,455.8
K64.4,<9-10>,455.9
I85.01,<9-10>,456.0
I85.00,<9-10>,456.1
I85.11,<9-10>,456.20
I85.10,<9-10>,456.21
I86.0,<9-10>,456.3
I86.1,<9-10>,456.4
I86.2,<9-10>,456.5
I86.3,<9-10>,456.6
I86.8,<9-10>,456.8
I97.2,<9-10>,457.0
I89.0,<9-10>,457.1
I89.1,<9-10>,457.2
I89.8,<9-10>,457.8
I89.9,<9-10>,457.9
I95.1,<9-10>,458.0
I95.89,<9-10>,458.1
I95.3,<9-10>,458.21
I95.2,<9-10>,458.29
I95.89,<9-10>,458.8
I95.9,<9-10>,458.9
R58,<9-10>,459.0
I87.009,<9-10>,459.10
I87.019,<9-10>,459.11
I87.029,<9-10>,459.12
I87.039,<9-10>,459.13
I87.099,<9-10>,459.19
I87.1,<9-10>,459.2
I87.309,<9-10>,459.30
I87.319,<9-10>,459.31
I87.329,<9-10>,459.32
I87.339,<9-10>,459.33
I87.399,<9-10>,459.39
I87.2,<9-10>,459.81
I99.8,<9-10>,459.89
I87.9,<9-10>,459.9
J00,<9-10>,460
J01.00,<9-10>,461.0
J01.10,<9-10>,461.1
J01.20,<9-10>,461.2
J01.30,<9-10>,461.3
J01.40,<9-10>,461.8
J01.90,<9-10>,461.9
J02.9,<9-10>,462
J03.90,<9-10>,463
J04.0,<9-10>,464.00
J05.0,<9-10>,464.01
J04.10,<9-10>,464.10
J04.11,<9-10>,464.11
J04.2,<9-10>,464.20
J05.0,<9-10>,464.21
J05.10,<9-10>,464.30
J05.11,<9-10>,464.31
J05.0,<9-10>,464.4
J04.30,<9-10>,464.50
J04.31,<9-10>,464.51
J06.0,<9-10>,465.0
J06.9,<9-10>,465.8
J06.9,<9-10>,465.9
J20.9,<9-10>,466.0
J21.0,<9-10>,466.11
J21.8,<9-10>,466.19
J34.2,<9-10>,470
J33.0,<9-10>,471.0
J33.1,<9-10>,471.1
J33.8,<9-10>,471.8
J33.9,<9-10>,471.9
J31.0,<9-10>,472.0
J31.2,<9-10>,472.1
J31.1,<9-10>,472.2
J32.0,<9-10>,473.0
J32.1,<9-10>,473.1
J32.2,<9-10>,473.2
J32.3,<9-10>,473.3
J32.4,<9-10>,473.8
J32.9,<9-10>,473.9
J35.01,<9-10>,474.00
J35.02,<9-10>,474.01
J35.03,<9-10>,474.02
J35.3,<9-10>,474.10
J35.1,<9-10>,474.11
J35.2,<9-10>,474.12
J35.8,<9-10>,474.2
J35.8,<9-10>,474.8
J35.9,<9-10>,474.9
J36,<9-10>,475
J37.0,<9-10>,476.0
J37.1,<9-10>,476.1
J30.1,<9-10>,477.0
J30.5,<9-10>,477.1
J30.81,<9-10>,477.2
J30.2,<9-10>,477.8
J30.0,<9-10>,477.9
J34.3,<9-10>,478.0
J34.81,<9-10>,478.11
J34.0,<9-10>,478.19
J39.1,<9-10>,478.21
J39.0,<9-10>,478.22
J39.0,<9-10>,478.24
J39.2,<9-10>,478.25
J39.2,<9-10>,478.26
J39.2,<9-10>,478.29
J38.00,<9-10>,478.30
J38.01,<9-10>,478.31
J38.01,<9-10>,478.32
J38.02,<9-10>,478.33
J38.02,<9-10>,478.34
J38.1,<9-10>,478.4
J38.3,<9-10>,478.5
J38.4,<9-10>,478.6
J38.7,<9-10>,478.71
J38.6,<9-10>,478.74
J38.5,<9-10>,478.75
J38.7,<9-10>,478.79
J39.3,<9-10>,478.8
J39.8,<9-10>,478.9
J12.0,<9-10>,480.0
J12.1,<9-10>,480.1
J12.2,<9-10>,480.2
J12.81,<9-10>,480.3
J12.89,<9-10>,480.8
J12.9,<9-10>,480.9
J13,<9-10>,481
J15.0,<9-10>,482.0
J15.1,<9-10>,482.1
J14,<9-10>,482.2
J15.4,<9-10>,482.31
J15.3,<9-10>,482.32
J15.4,<9-10>,482.39
J15.20,<9-10>,482.40
J15.211,<9-10>,482.41
J15.212,<9-10>,482.42
J15.29,<9-10>,482.49
J15.8,<9-10>,482.81
J15.5,<9-10>,482.82
J15.6,<9-10>,482.83
A48.1,<9-10>,482.84
J15.8,<9-10>,482.89
J15.9,<9-10>,482.9
J15.7,<9-10>,483.0
J16.0,<9-10>,483.1
J16.8,<9-10>,483.8
B25.0,<9-10>,484.1
A37.91,<9-10>,484.3
A22.1,<9-10>,484.5
B44.0,<9-10>,484.6
J17,<9-10>,484.7
J17,<9-10>,484.8
J18.0,<9-10>,485
J18.9,<9-10>,486
J11.00,<9-10>,487.0
J10.1,<9-10>,487.1
J11.2,<9-10>,487.8
J09.X1,<9-10>,488.01
J09.X2,<9-10>,488.02
J09.X3,<9-10>,488.09
J10.08,<9-10>,488.11
J10.1,<9-10>,488.12
J09.X9,<9-10>,488.19
J09.X1,<9-10>,488.81
J09.X2,<9-10>,488.82
J09.X3,<9-10>,488.89
J40,<9-10>,490
J41.0,<9-10>,491.0
J41.1,<9-10>,491.1
J44.9,<9-10>,491.20
J44.1,<9-10>,491.21
J44.0,<9-10>,491.22
J41.8,<9-10>,491.8
J42,<9-10>,491.9
J43.9,<9-10>,492.0
J43.9,<9-10>,492.8
J45.20,<9-10>,493.00
J45.22,<9-10>,493.01
J45.21,<9-10>,493.02
J45.20,<9-10>,493.10
J45.22,<9-10>,493.11
J45.21,<9-10>,493.12
J44.9,<9-10>,493.20
J44.0,<9-10>,493.21
J44.1,<9-10>,493.22
J45.990,<9-10>,493.81
J45.991,<9-10>,493.82
J45.909,<9-10>,493.90
J45.902,<9-10>,493.91
J45.901,<9-10>,493.92
J47.9,<9-10>,494.0
J47.1,<9-10>,494.1
J67.0,<9-10>,495.0
J67.1,<9-10>,495.1
J67.2,<9-10>,495.2
J67.3,<9-10>,495.3
J67.4,<9-10>,495.4
J67.5,<9-10>,495.5
J67.6,<9-10>,495.6
J67.7,<9-10>,495.7
J67.8,<9-10>,495.8
J67.9,<9-10>,495.9
J44.9,<9-10>,496
J60,<9-10>,500
J61,<9-10>,501
J62.8,<9-10>,502
J63.0,<9-10>,503
J66.0,<9-10>,504
J64,<9-10>,505
J68.0,<9-10>,506.0
J68.1,<9-10>,506.1
J68.2,<9-10>,506.2
J68.3,<9-10>,506.3
J68.4,<9-10>,506.4
J68.9,<9-10>,506.9
J69.0,<9-10>,507.0
J69.1,<9-10>,507.1
J69.8,<9-10>,507.8
J70.0,<9-10>,508.0
J70.1,<9-10>,508.1
J70.5,<9-10>,508.2
J70.8,<9-10>,508.8
J70.9,<9-10>,508.9
J86.0,<9-10>,510.0
J86.9,<9-10>,510.9
J86.9,<9-10>,511.0
J90,<9-10>,511.1
J91.0,<9-10>,511.81
J90,<9-10>,511.89
J91.8,<9-10>,511.9
J93.0,<9-10>,512.0
J95.811,<9-10>,512.1
J95.812,<9-10>,512.2
J93.11,<9-10>,512.81
J93.12,<9-10>,512.82
J93.81,<9-10>,512.83
J93.82,<9-10>,512.84
J93.83,<9-10>,512.89
J85.0,<9-10>,513.0
J85.3,<9-10>,513.1
J18.2,<9-10>,514
J84.10,<9-10>,515
J84.01,<9-10>,516.0
J84.03,<9-10>,516.1
J84.02,<9-10>,516.2
J84.111,<9-10>,516.30
J84.112,<9-10>,516.31
J84.113,<9-10>,516.32
J84.114,<9-10>,516.33
J84.115,<9-10>,516.34
J84.2,<9-10>,516.35
J84.116,<9-10>,516.36
J84.117,<9-10>,516.37
J84.81,<9-10>,516.4
J84.82,<9-10>,516.5
J84.841,<9-10>,516.61
J84.842,<9-10>,516.62
J84.83,<9-10>,516.63
J84.843,<9-10>,516.64
J84.848,<9-10>,516.69
J84.09,<9-10>,516.8
J84.9,<9-10>,516.9
J17,<9-10>,517.1
M34.81,<9-10>,517.2
J99,<9-10>,517.8
J98.11,<9-10>,518.0
J98.2,<9-10>,518.1
J98.3,<9-10>,518.2
J82,<9-10>,518.3
J81.0,<9-10>,518.4
J95.821,<9-10>,518.51
J95.1,<9-10>,518.52
J95.822,<9-10>,518.53
B44.81,<9-10>,518.6
J95.84,<9-10>,518.7
J96.00,<9-10>,518.81
J80,<9-10>,518.82
J96.10,<9-10>,518.83
J96.20,<9-10>,518.84
J98.4,<9-10>,518.89
J95.00,<9-10>,519.00
J95.02,<9-10>,519.01
J95.03,<9-10>,519.02
J95.01,<9-10>,519.09
J98.01,<9-10>,519.11
J39.8,<9-10>,519.19
J98.5,<9-10>,519.2
J98.5,<9-10>,519.3
J98.6,<9-10>,519.4
J98.8,<9-10>,519.8
J98.9,<9-10>,519.9
K00.0,<9-10>,520.0
K00.1,<9-10>,520.1
K00.2,<9-10>,520.2
K00.3,<9-10>,520.3
K00.4,<9-10>,520.4
K00.5,<9-10>,520.5
K00.6,<9-10>,520.6
K00.7,<9-10>,520.7
K00.8,<9-10>,520.8
K00.9,<9-10>,520.9
K02.9,<9-10>,521.00
K02.61,<9-10>,521.01
K02.62,<9-10>,521.02
K02.63,<9-10>,521.03
K02.3,<9-10>,521.04
K03.89,<9-10>,521.05
K02.51,<9-10>,521.06
K02.61,<9-10>,521.07
K02.7,<9-10>,521.08
K03.0,<9-10>,521.10
K03.1,<9-10>,521.20
K03.2,<9-10>,521.30
K03.3,<9-10>,521.40
K03.3,<9-10>,521.41
K03.3,<9-10>,521.42
K03.4,<9-10>,521.5
K03.5,<9-10>,521.6
K03.7,<9-10>,521.7
K03.81,<9-10>,521.81
K03.89,<9-10>,521.89
K03.9,<9-10>,521.9
K04.0,<9-10>,522.0
K04.1,<9-10>,522.1
K04.2,<9-10>,522.2
K04.3,<9-10>,522.3
K04.4,<9-10>,522.4
K04.7,<9-10>,522.5
K04.5,<9-10>,522.6
K04.6,<9-10>,522.7
K04.8,<9-10>,522.8
K04.90,<9-10>,522.9
K05.00,<9-10>,523.00
K05.01,<9-10>,523.01
K05.10,<9-10>,523.10
K05.11,<9-10>,523.11
K06.0,<9-10>,523.20
K05.20,<9-10>,523.30
K05.21,<9-10>,523.31
K05.22,<9-10>,523.32
K05.20,<9-10>,523.33
K05.30,<9-10>,523.40
K05.31,<9-10>,523.41
K05.32,<9-10>,523.42
K05.4,<9-10>,523.5
K03.6,<9-10>,523.6
K05.5,<9-10>,523.8
K05.6,<9-10>,523.9
M26.00,<9-10>,524.00
M26.01,<9-10>,524.01
M26.03,<9-10>,524.02
M26.02,<9-10>,524.03
M26.04,<9-10>,524.04
M26.05,<9-10>,524.05
M26.06,<9-10>,524.06
M26.07,<9-10>,524.07
M26.09,<9-10>,524.09
M26.10,<9-10>,524.10
M26.11,<9-10>,524.11
M26.12,<9-10>,524.12
M26.19,<9-10>,524.19
M26.20,<9-10>,524.20
M26.211,<9-10>,524.21
M26.212,<9-10>,524.22
M26.213,<9-10>,524.23
M26.220,<9-10>,524.24
M26.221,<9-10>,524.25
M26.23,<9-10>,524.26
M26.24,<9-10>,524.27
M26.25,<9-10>,524.28
M26.29,<9-10>,524.29
M26.30,<9-10>,524.30
M26.31,<9-10>,524.31
M26.32,<9-10>,524.32
M26.33,<9-10>,524.33
M26.34,<9-10>,524.34
M26.35,<9-10>,524.35
M26.36,<9-10>,524.36
M26.37,<9-10>,524.37
M26.39,<9-10>,524.39
M26.4,<9-10>,524.4
M26.50,<9-10>,524.50
M26.51,<9-10>,524.51
M26.52,<9-10>,524.52
M26.53,<9-10>,524.53
M26.54,<9-10>,524.54
M26.55,<9-10>,524.55
M26.56,<9-10>,524.56
M26.57,<9-10>,524.57
M26.59,<9-10>,524.59
M26.60,<9-10>,524.60
M26.61,<9-10>,524.61
M26.62,<9-10>,524.62
M26.63,<9-10>,524.63
M26.69,<9-10>,524.69
M26.70,<9-10>,524.70
M26.71,<9-10>,524.71
M26.72,<9-10>,524.72
M26.73,<9-10>,524.73
M26.74,<9-10>,524.74
M26.79,<9-10>,524.79
M26.81,<9-10>,524.81
M26.82,<9-10>,524.82
M26.89,<9-10>,524.89
M26.9,<9-10>,524.9
K08.0,<9-10>,525.0
K08.109,<9-10>,525.10
K08.419,<9-10>,525.11
K08.429,<9-10>,525.12
K08.439,<9-10>,525.13
K08.499,<9-10>,525.19
K08.20,<9-10>,525.20
K08.21,<9-10>,525.21
K08.22,<9-10>,525.22
K08.23,<9-10>,525.23
K08.24,<9-10>,525.24
K08.25,<9-10>,525.25
K08.26,<9-10>,525.26
K08.3,<9-10>,525.3
K08.109,<9-10>,525.40
K08.101,<9-10>,525.41
K08.102,<9-10>,525.42
K08.103,<9-10>,525.43
K08.104,<9-10>,525.44
K08.409,<9-10>,525.50
K08.401,<9-10>,525.51
K08.402,<9-10>,525.52
K08.403,<9-10>,525.53
K08.404,<9-10>,525.54
K08.50,<9-10>,525.60
K08.51,<9-10>,525.61
K08.52,<9-10>,525.62
K08.530,<9-10>,525.63
K08.531,<9-10>,525.64
K08.54,<9-10>,525.65
K08.55,<9-10>,525.66
K08.56,<9-10>,525.67
K08.59,<9-10>,525.69
M27.61,<9-10>,525.71
M27.62,<9-10>,525.72
M27.63,<9-10>,525.73
M27.69,<9-10>,525.79
K08.8,<9-10>,525.8
K08.9,<9-10>,525.9
K09.0,<9-10>,526.0
K09.1,<9-10>,526.1
M27.49,<9-10>,526.2
M27.1,<9-10>,526.3
M27.2,<9-10>,526.4
M27.3,<9-10>,526.5
M27.51,<9-10>,526.61
M27.52,<9-10>,526.62
M27.53,<9-10>,526.63
M27.59,<9-10>,526.69
M27.8,<9-10>,526.81
M27.8,<9-10>,526.89
M27.9,<9-10>,526.9
K11.0,<9-10>,527.0
K11.1,<9-10>,527.1
K11.20,<9-10>,527.2
K11.3,<9-10>,527.3
K11.4,<9-10>,527.4
K11.5,<9-10>,527.5
K11.6,<9-10>,527.6
K11.7,<9-10>,527.7
K11.8,<9-10>,527.8
K11.9,<9-10>,527.9
K12.2,<9-10>,528.00
K12.31,<9-10>,528.01
K12.32,<9-10>,528.02
K12.1,<9-10>,528.09
A69.0,<9-10>,528.1
K12.0,<9-10>,528.2
K12.2,<9-10>,528.3
K09.8,<9-10>,528.4
K13.0,<9-10>,528.5
K13.21,<9-10>,528.6
K13.22,<9-10>,528.71
K13.23,<9-10>,528.72
K13.29,<9-10>,528.79
K13.5,<9-10>,528.8
K13.70,<9-10>,528.9
K14.0,<9-10>,529.0
K14.1,<9-10>,529.1
K14.2,<9-10>,529.2
K14.3,<9-10>,529.3
K14.4,<9-10>,529.4
K14.5,<9-10>,529.5
K14.6,<9-10>,529.6
K14.8,<9-10>,529.8
K14.9,<9-10>,529.9
K22.0,<9-10>,530.0
K20.9,<9-10>,530.10
K21.0,<9-10>,530.11
K20.9,<9-10>,530.12
K20.0,<9-10>,530.13
K20.8,<9-10>,530.19
K22.10,<9-10>,530.20
K22.11,<9-10>,530.21
K22.2,<9-10>,530.3
K22.3,<9-10>,530.4
K22.4,<9-10>,530.5
K22.5,<9-10>,530.6
K22.6,<9-10>,530.7
K21.9,<9-10>,530.81
K22.8,<9-10>,530.82
K22.8,<9-10>,530.83
J86.0,<9-10>,530.84
K22.70,<9-10>,530.85
K94.32,<9-10>,530.86
K94.33,<9-10>,530.87
K22.8,<9-10>,530.89
K22.9,<9-10>,530.9
K25.0,<9-10>,531.00
K25.1,<9-10>,531.10
K25.2,<9-10>,531.20
K25.3,<9-10>,531.30
K25.4,<9-10>,531.40
K25.5,<9-10>,531.50
K25.6,<9-10>,531.60
K25.7,<9-10>,531.70
K25.9,<9-10>,531.90
K26.0,<9-10>,532.00
K26.1,<9-10>,532.10
K26.2,<9-10>,532.20
K26.3,<9-10>,532.30
K26.4,<9-10>,532.40
K26.5,<9-10>,532.50
K26.6,<9-10>,532.60
K26.7,<9-10>,532.70
K26.9,<9-10>,532.90
K27.0,<9-10>,533.00
K27.1,<9-10>,533.10
K27.2,<9-10>,533.20
K27.3,<9-10>,533.30
K27.4,<9-10>,533.40
K27.5,<9-10>,533.50
K27.6,<9-10>,533.60
K27.7,<9-10>,533.70
K27.9,<9-10>,533.90
K28.0,<9-10>,534.00
K28.1,<9-10>,534.10
K28.2,<9-10>,534.20
K28.3,<9-10>,534.30
K28.4,<9-10>,534.40
K28.5,<9-10>,534.50
K28.6,<9-10>,534.60
K28.7,<9-10>,534.70
K28.9,<9-10>,534.90
K29.00,<9-10>,535.00
K29.01,<9-10>,535.01
K29.40,<9-10>,535.10
K29.41,<9-10>,535.11
K29.60,<9-10>,535.20
K29.61,<9-10>,535.21
K29.20,<9-10>,535.30
K29.21,<9-10>,535.31
K29.60,<9-10>,535.40
K29.61,<9-10>,535.41
K29.70,<9-10>,535.50
K29.71,<9-10>,535.51
K29.80,<9-10>,535.60
K29.81,<9-10>,535.61
K52.81,<9-10>,535.70
K52.81,<9-10>,535.71
K31.83,<9-10>,536.0
K31.0,<9-10>,536.1
R11.10,<9-10>,536.2
K31.84,<9-10>,536.3
K94.20,<9-10>,536.40
K94.22,<9-10>,536.41
K94.23,<9-10>,536.42
K94.29,<9-10>,536.49
K30,<9-10>,536.8
K31.9,<9-10>,536.9
K31.1,<9-10>,537.0
K31.4,<9-10>,537.1
K31.5,<9-10>,537.2
K31.5,<9-10>,537.3
K31.6,<9-10>,537.4
K31.89,<9-10>,537.5
K31.2,<9-10>,537.6
K31.3,<9-10>,537.81
K31.819,<9-10>,537.82
K31.811,<9-10>,537.83
K31.82,<9-10>,537.84
K31.89,<9-10>,537.89
K31.9,<9-10>,537.9
K92.81,<9-10>,538
K95.01,<9-10>,539.01
K95.09,<9-10>,539.09
K95.81,<9-10>,539.81
K95.89,<9-10>,539.89
K35.2,<9-10>,540.0
K35.3,<9-10>,540.1
K35.80,<9-10>,540.9
K37,<9-10>,541
K36,<9-10>,542
K38.0,<9-10>,543.0
K38.1,<9-10>,543.9
K40.40,<9-10>,550.00
K40.41,<9-10>,550.01
K40.10,<9-10>,550.02
K40.11,<9-10>,550.03
K40.30,<9-10>,550.10
K40.31,<9-10>,550.11
K40.00,<9-10>,550.12
K40.01,<9-10>,550.13
K40.90,<9-10>,550.90
K40.91,<9-10>,550.91
K40.20,<9-10>,550.92
K40.21,<9-10>,550.93
K41.40,<9-10>,551.00
K41.41,<9-10>,551.01
K41.10,<9-10>,551.02
K41.11,<9-10>,551.03
K42.1,<9-10>,551.1
K43.7,<9-10>,551.20
K43.1,<9-10>,551.21
K43.7,<9-10>,551.29
K44.1,<9-10>,551.3
K45.1,<9-10>,551.8
K46.1,<9-10>,551.9
K41.30,<9-10>,552.00
K41.31,<9-10>,552.01
K41.00,<9-10>,552.02
K41.01,<9-10>,552.03
K42.0,<9-10>,552.1
K43.6,<9-10>,552.20
K43.0,<9-10>,552.21
K43.6,<9-10>,552.29
K44.0,<9-10>,552.3
K45.0,<9-10>,552.8
K46.0,<9-10>,552.9
K41.90,<9-10>,553.00
K41.91,<9-10>,553.01
K41.20,<9-10>,553.02
K41.21,<9-10>,553.03
K42.9,<9-10>,553.1
K43.9,<9-10>,553.20
K43.2,<9-10>,553.21
K43.9,<9-10>,553.29
K44.9,<9-10>,553.3
K45.8,<9-10>,553.8
K46.9,<9-10>,553.9
K50.00,<9-10>,555.0
K50.10,<9-10>,555.1
K50.80,<9-10>,555.2
K50.90,<9-10>,555.9
K51.20,<9-10>,556.2
K51.30,<9-10>,556.3
K51.40,<9-10>,556.4
K51.50,<9-10>,556.5
K51.00,<9-10>,556.6
K51.80,<9-10>,556.8
K51.90,<9-10>,556.9
K55.0,<9-10>,557.0
K55.1,<9-10>,557.1
K55.9,<9-10>,557.9
K52.0,<9-10>,558.1
K52.1,<9-10>,558.2
K52.2,<9-10>,558.3
K52.81,<9-10>,558.41
K52.82,<9-10>,558.42
K52.89,<9-10>,558.9
K56.1,<9-10>,560.0
K56.0,<9-10>,560.1
K56.2,<9-10>,560.2
K56.49,<9-10>,560.30
K56.3,<9-10>,560.31
K56.41,<9-10>,560.32
K56.49,<9-10>,560.39
K56.5,<9-10>,560.81
K56.69,<9-10>,560.89
K56.60,<9-10>,560.9
K57.10,<9-10>,562.00
K57.12,<9-10>,562.01
K57.11,<9-10>,562.02
K57.13,<9-10>,562.03
K57.30,<9-10>,562.10
K57.32,<9-10>,562.11
K57.31,<9-10>,562.12
K57.33,<9-10>,562.13
K59.00,<9-10>,564.00
K59.01,<9-10>,564.01
K59.02,<9-10>,564.02
K59.09,<9-10>,564.09
K58.9,<9-10>,564.1
K91.1,<9-10>,564.2
K91.0,<9-10>,564.3
K91.89,<9-10>,564.4
K59.1,<9-10>,564.5
K59.4,<9-10>,564.6
K59.3,<9-10>,564.7
K59.2,<9-10>,564.81
K59.8,<9-10>,564.89
K59.9,<9-10>,564.9
K60.2,<9-10>,565.0
K60.3,<9-10>,565.1
K61.0,<9-10>,566
K67,<9-10>,567.0
K65.0,<9-10>,567.21
K65.1,<9-10>,567.22
K65.2,<9-10>,567.23
K65.0,<9-10>,567.29
K68.12,<9-10>,567.31
K68.19,<9-10>,567.38
K68.9,<9-10>,567.39
K65.3,<9-10>,567.81
K65.4,<9-10>,567.82
K65.8,<9-10>,567.89
K65.9,<9-10>,567.9
K66.0,<9-10>,568.0
K66.1,<9-10>,568.81
R18.8,<9-10>,568.82
K66.8,<9-10>,568.89
K66.9,<9-10>,568.9
K62.0,<9-10>,569.0
K62.2,<9-10>,569.1
K62.4,<9-10>,569.2
K62.5,<9-10>,569.3
K62.6,<9-10>,569.41
K62.89,<9-10>,569.42
K62.81,<9-10>,569.43
K62.82,<9-10>,569.44
K62.89,<9-10>,569.49
K63.0,<9-10>,569.5
K94.00,<9-10>,569.60
K94.02,<9-10>,569.61
K94.03,<9-10>,569.62
K94.09,<9-10>,569.69
K91.850,<9-10>,569.71
K91.858,<9-10>,569.79
K63.2,<9-10>,569.81
K63.3,<9-10>,569.82
K63.1,<9-10>,569.83
K55.20,<9-10>,569.84
K55.21,<9-10>,569.85
K63.81,<9-10>,569.86
R11.13,<9-10>,569.87
K63.4,<9-10>,569.89
K63.9,<9-10>,569.9
K72.00,<9-10>,570
K70.0,<9-10>,571.0
K70.10,<9-10>,571.1
K70.30,<9-10>,571.2
K70.9,<9-10>,571.3
K73.9,<9-10>,571.40
K73.0,<9-10>,571.41
K75.4,<9-10>,571.42
K73.2,<9-10>,571.49
K74.0,<9-10>,571.5
K74.3,<9-10>,571.6
K76.0,<9-10>,571.8
K74.1,<9-10>,571.9
K75.0,<9-10>,572.0
K75.1,<9-10>,572.1
K72.91,<9-10>,572.2
K76.6,<9-10>,572.3
K76.7,<9-10>,572.4
K72.10,<9-10>,572.8
K76.1,<9-10>,573.0
K71.6,<9-10>,573.3
K76.3,<9-10>,573.4
K76.81,<9-10>,573.5
K76.1,<9-10>,573.8
K76.9,<9-10>,573.9
K80.00,<9-10>,574.00
K80.01,<9-10>,574.01
K80.18,<9-10>,574.10
K80.19,<9-10>,574.11
K80.20,<9-10>,574.20
K80.21,<9-10>,574.21
K80.42,<9-10>,574.30
K80.43,<9-10>,574.31
K80.44,<9-10>,574.40
K80.45,<9-10>,574.41
K80.50,<9-10>,574.50
K80.51,<9-10>,574.51
K80.62,<9-10>,574.60
K80.63,<9-10>,574.61
K80.64,<9-10>,574.70
K80.65,<9-10>,574.71
K80.66,<9-10>,574.80
K80.67,<9-10>,574.81
K80.70,<9-10>,574.90
K80.71,<9-10>,574.91
K81.0,<9-10>,575.0
K81.9,<9-10>,575.10
K81.1,<9-10>,575.11
K81.2,<9-10>,575.12
K82.0,<9-10>,575.2
K82.1,<9-10>,575.3
K82.2,<9-10>,575.4
K82.3,<9-10>,575.5
K82.4,<9-10>,575.6
K82.8,<9-10>,575.8
K82.9,<9-10>,575.9
K91.5,<9-10>,576.0
K83.0,<9-10>,576.1
K83.1,<9-10>,576.2
K83.2,<9-10>,576.3
K83.3,<9-10>,576.4
K83.4,<9-10>,576.5
K83.5,<9-10>,576.8
K83.9,<9-10>,576.9
K85.9,<9-10>,577.0
K86.1,<9-10>,577.1
K86.2,<9-10>,577.2
K86.1,<9-10>,577.8
K86.9,<9-10>,577.9
K92.0,<9-10>,578.0
K92.1,<9-10>,578.1
K92.2,<9-10>,578.9
K90.0,<9-10>,579.0
K90.1,<9-10>,579.1
K90.2,<9-10>,579.2
K91.2,<9-10>,579.3
K90.3,<9-10>,579.4
K90.4,<9-10>,579.8
K90.9,<9-10>,579.9
N00.3,<9-10>,580.0
N01.3,<9-10>,580.4
N00.8,<9-10>,580.89
N00.9,<9-10>,580.9
N04.4,<9-10>,581.0
N02.2,<9-10>,581.1
N04.3,<9-10>,581.2
N04.0,<9-10>,581.3
N04.8,<9-10>,581.89
N04.9,<9-10>,581.9
N03.2,<9-10>,582.0
N03.3,<9-10>,582.1
N03.5,<9-10>,582.2
N03.8,<9-10>,582.4
N03.8,<9-10>,582.89
N03.9,<9-10>,582.9
N05.9,<9-10>,583.0
N05.2,<9-10>,583.1
N05.5,<9-10>,583.2
N05.9,<9-10>,583.4
N17.1,<9-10>,583.6
N17.2,<9-10>,583.7
N08,<9-10>,583.81
N05.8,<9-10>,583.89
N05.9,<9-10>,583.9
N17.0,<9-10>,584.5
N17.1,<9-10>,584.6
N17.2,<9-10>,584.7
N17.8,<9-10>,584.8
N17.9,<9-10>,584.9
N18.1,<9-10>,585.1
N18.2,<9-10>,585.2
N18.3,<9-10>,585.3
N18.4,<9-10>,585.4
N18.5,<9-10>,585.5
N18.6,<9-10>,585.6
N18.9,<9-10>,585.9
N19,<9-10>,586
N26.9,<9-10>,587
N25.0,<9-10>,588.0
N25.1,<9-10>,588.1
N25.81,<9-10>,588.81
N25.89,<9-10>,588.89
N25.9,<9-10>,588.9
N27.0,<9-10>,589.0
N27.1,<9-10>,589.1
N27.9,<9-10>,589.9
N11.0,<9-10>,590.00
N11.0,<9-10>,590.01
N10,<9-10>,590.10
N10,<9-10>,590.11
N15.1,<9-10>,590.2
N28.84,<9-10>,590.3
N12,<9-10>,590.80
